age,genre,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,% augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,est_marie,departement_Consulting,departement_Ressources Humaines,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,poste_level,freq_deplacement_level,ratio_exp_entreprise,revenu_par_age,age_group,satisfaccion_media
48,1,10999,7,27,15,11,3,2,3,3,2,3,3,0,14,0,0,3,4,4,4,8,0,True,False,False,True,False,False,False,4,1,1.6875,224.46938775510205,3,2.75
41,0,5003,6,8,2,2,4,3,2,3,2,3,3,0,14,0,0,6,7,2,2,1,0,True,False,False,False,False,False,True,3,1,2.6666666666666665,119.11904761904762,3,3.0
39,0,12742,1,21,21,6,4,2,4,4,3,3,3,0,16,0,1,3,1,1,11,8,1,True,False,False,True,False,False,False,3,1,0.9545454545454546,318.55,2,3.5
27,0,4227,0,4,3,2,1,3,2,4,2,3,3,0,18,0,1,2,2,4,2,2,1,True,False,False,True,False,False,False,3,1,1.0,150.96428571428572,1,2.5
35,1,3917,1,3,3,2,2,3,1,4,1,2,4,0,20,0,1,4,10,3,1,2,0,True,False,False,False,False,False,False,1,1,0.75,108.80555555555556,2,2.25
42,1,18303,6,21,1,0,4,3,5,3,2,4,3,0,13,0,0,3,5,2,0,0,1,False,False,False,False,True,False,False,8,1,10.5,425.6511627906977,3,3.25
50,1,2380,4,8,1,0,1,3,1,4,2,3,3,0,18,0,0,5,9,3,0,0,1,True,False,False,True,False,False,False,1,1,4.0,46.666666666666664,3,2.5
59,0,13726,3,30,5,3,3,2,4,4,1,3,3,1,13,0,0,4,2,3,4,3,0,True,False,False,True,False,False,False,3,1,5.0,228.76666666666668,4,2.75
37,0,4777,5,15,1,0,1,1,2,2,1,1,3,0,15,1,0,2,11,2,0,0,1,True,False,False,False,False,False,True,4,1,7.5,125.71052631578948,2,1.25
55,1,6385,3,17,8,7,3,3,2,2,4,3,3,1,14,0,2,3,18,4,6,7,1,True,False,False,False,False,False,True,4,2,1.8888888888888888,114.01785714285714,4,3.0
41,0,19973,1,21,21,16,2,1,5,3,2,3,4,0,22,0,2,3,7,1,5,10,0,True,False,False,True,False,False,False,7,0,0.9545454545454546,475.54761904761904,3,2.5
38,1,6861,8,19,1,0,2,3,2,4,3,3,3,1,12,0,0,1,3,4,0,0,0,False,False,False,True,False,False,False,5,1,9.5,175.92307692307693,2,3.0
26,1,4969,8,7,2,2,2,1,2,1,4,3,3,0,18,1,0,6,29,2,2,2,0,False,False,False,False,False,False,True,5,0,2.3333333333333335,184.03703703703704,1,2.5
52,0,19845,1,33,32,14,1,1,5,4,4,3,3,0,15,1,1,3,2,1,6,9,1,False,False,False,False,True,False,False,8,1,1.0,374.4339622641509,4,3.0
44,0,13320,3,23,12,11,4,4,4,4,3,3,3,1,18,0,1,2,28,3,11,11,1,False,False,False,False,False,False,True,5,1,1.7692307692307692,296.0,3,3.5
50,0,6347,0,19,18,7,4,3,2,3,1,3,3,0,12,0,1,3,1,3,0,13,1,False,False,False,True,False,False,False,5,0,1.0,124.45098039215686,3,2.75
36,0,2743,1,18,17,13,3,4,1,1,3,3,3,0,16,1,0,1,16,4,15,14,0,True,False,False,True,False,False,False,1,1,1.0,74.13513513513513,2,2.5
39,0,10880,1,21,21,6,4,3,3,1,3,3,3,1,13,0,0,2,22,3,2,8,0,True,False,False,False,False,False,True,3,2,0.9545454545454546,272.0,2,2.75
33,0,2342,0,3,2,2,2,2,1,4,4,2,3,0,19,0,0,2,8,1,2,2,0,False,False,False,True,False,False,False,6,0,1.0,68.88235294117646,2,3.0
45,0,17650,3,26,9,3,4,3,4,4,2,4,3,0,13,0,1,4,11,2,1,1,1,False,False,False,True,False,False,False,8,1,2.6,383.69565217391306,3,3.5
32,0,4025,9,10,8,7,4,3,1,3,2,3,3,0,12,0,0,2,29,4,7,7,0,True,False,False,False,False,False,True,1,0,1.1111111111111112,121.96969696969697,2,3.0
34,1,9725,0,16,15,1,2,4,2,4,4,2,3,0,11,0,1,2,1,4,0,9,0,False,False,False,False,True,False,False,5,1,1.0,277.85714285714283,2,3.0
59,1,11904,3,14,6,4,2,3,3,4,3,1,3,1,14,0,1,1,1,2,0,4,1,False,False,True,False,False,False,False,8,1,2.0,198.4,4,2.5
45,1,2177,1,6,6,3,2,3,1,2,1,3,3,0,16,0,0,3,24,4,0,4,0,False,True,False,False,False,False,True,4,1,0.8571428571428571,47.32608695652174,3,2.0
53,0,7525,2,30,15,7,3,2,3,2,1,3,3,0,12,0,1,2,2,3,6,12,1,False,False,False,False,True,False,False,5,2,1.875,139.35185185185185,4,2.25
36,1,4834,7,9,1,0,1,3,2,3,2,2,3,0,14,1,1,3,15,3,0,0,0,True,False,False,False,False,False,False,1,1,4.5,130.64864864864865,2,2.0
26,1,2042,6,6,3,2,1,3,1,1,2,3,3,1,14,1,1,2,2,3,1,2,1,True,False,False,True,False,False,False,2,2,1.5,75.62962962962963,1,1.75
34,0,2220,1,1,1,1,3,3,1,3,4,3,3,1,19,0,1,2,10,4,0,0,1,False,False,False,True,False,False,False,6,1,0.5,63.42857142857143,2,3.25
28,1,1052,1,1,1,0,4,3,1,2,2,3,4,0,22,0,0,5,10,1,0,0,1,False,False,False,False,False,False,True,6,1,0.5,36.275862068965516,1,2.75
38,1,2821,3,8,2,2,3,3,1,3,1,3,3,0,16,0,1,2,3,4,2,2,1,True,False,False,False,False,False,False,2,2,2.6666666666666665,72.33333333333333,2,2.5
50,1,19237,2,29,8,1,2,3,5,3,4,2,3,1,11,0,1,2,2,4,7,7,1,True,False,False,False,False,False,True,7,1,3.2222222222222223,377.19607843137254,3,2.75
37,0,4107,3,8,4,3,4,3,2,2,1,2,3,0,15,0,0,3,3,3,0,1,0,True,False,False,False,False,False,False,4,1,1.6,108.07894736842105,2,2.25
40,1,8396,1,8,7,7,3,3,2,1,2,2,3,0,14,0,1,3,26,3,7,5,1,False,False,False,False,True,False,False,5,1,1.0,204.78048780487805,2,2.0
26,0,2007,1,5,5,3,1,2,1,3,3,3,3,0,13,0,2,5,1,1,1,3,0,True,False,False,False,False,False,True,2,2,0.8333333333333334,74.33333333333333,1,2.5
46,1,19627,9,23,2,2,4,3,5,4,4,3,3,0,17,0,2,0,1,4,2,2,0,True,False,False,False,False,False,True,7,1,7.666666666666667,417.59574468085106,3,3.75
54,0,10686,6,13,9,4,3,2,3,3,2,3,3,0,11,0,1,4,2,4,7,0,1,False,False,False,True,False,False,False,5,1,1.3,194.29090909090908,4,2.75
56,0,2942,2,18,5,4,1,3,1,3,2,3,3,0,19,0,1,4,9,3,0,3,1,True,False,False,False,False,False,True,2,2,3.0,51.6140350877193,4,2.25
36,0,8858,0,15,14,8,4,2,3,4,2,2,3,0,11,0,0,2,12,5,7,8,0,True,False,False,False,False,False,True,3,1,1.0,239.40540540540542,2,3.0
55,1,16756,7,31,9,7,3,2,4,1,2,4,3,0,15,0,0,3,2,1,6,2,0,True,False,False,False,False,False,True,8,0,3.1,299.2142857142857,4,2.5
43,1,10798,5,18,1,0,3,2,3,4,3,3,3,0,13,0,1,5,25,3,0,0,0,False,False,False,False,False,False,True,5,1,9.0,245.4090909090909,3,3.25
20,0,2323,1,2,2,2,4,3,1,4,2,3,3,1,14,1,0,3,9,3,0,2,0,False,False,False,False,True,False,False,6,2,0.6666666666666666,110.61904761904762,0,3.25
21,0,1416,1,1,1,0,3,2,1,1,1,2,3,0,13,1,0,6,10,3,1,0,0,True,False,False,True,False,False,False,1,1,0.5,64.36363636363636,1,1.75
46,0,4615,8,19,16,13,4,2,2,1,1,3,4,1,23,0,3,2,8,4,1,7,0,True,False,False,True,False,False,False,2,1,1.1176470588235294,98.19148936170212,3,2.25
51,1,2461,9,18,10,0,1,3,1,3,3,4,3,1,12,1,3,2,4,4,2,7,1,True,False,False,True,False,False,False,2,1,1.6363636363636365,47.32692307692308,4,2.75
28,1,8722,1,10,10,7,2,2,3,1,1,2,3,0,12,1,0,2,24,2,1,9,0,True,False,True,False,False,False,False,4,0,0.9090909090909091,300.7586206896552,1,1.5
26,1,3955,1,6,5,3,1,2,1,1,1,3,3,0,16,0,2,2,1,2,1,3,1,True,False,False,False,False,False,True,1,1,1.0,146.4814814814815,1,1.5
30,1,9957,0,7,6,2,3,3,2,1,3,2,3,0,15,0,1,1,20,3,0,2,1,True,False,False,False,False,False,False,3,1,1.0,321.19354838709677,1,2.25
41,0,3376,1,10,10,6,2,4,1,3,3,3,3,0,13,0,0,3,7,2,0,8,1,True,False,True,False,False,False,False,2,1,0.9090909090909091,80.38095238095238,3,2.75
38,0,8823,0,20,19,9,3,2,3,3,1,2,3,0,18,0,1,4,17,1,1,9,1,True,False,False,True,False,False,False,4,1,1.0,226.23076923076923,2,2.25
40,1,10322,4,14,11,10,1,3,3,4,4,3,4,0,20,0,1,6,20,4,11,1,1,True,False,True,False,False,False,False,4,1,1.1666666666666667,251.7560975609756,2,3.0
27,1,4621,1,3,3,2,1,1,1,3,4,3,3,0,19,0,3,4,8,5,1,2,1,True,False,False,True,False,False,False,1,0,0.75,165.03571428571428,1,2.75
55,1,10976,3,23,3,2,4,3,3,2,2,3,3,0,18,0,1,4,2,1,1,2,1,True,False,False,True,False,False,False,3,2,5.75,196.0,4,2.75
28,0,3660,3,10,8,7,3,3,2,3,4,4,3,0,13,0,0,4,10,3,1,7,0,True,False,False,False,False,False,False,2,1,1.1111111111111112,126.20689655172414,1,3.5
44,1,10482,9,24,20,6,2,2,3,1,4,3,3,0,14,1,1,1,1,2,3,6,1,False,True,False,False,False,False,True,4,1,1.1428571428571428,232.93333333333334,3,2.5
33,1,7119,4,9,3,2,4,2,3,4,3,3,3,0,15,0,1,2,5,3,1,2,0,True,False,False,True,False,False,False,4,1,2.25,209.38235294117646,2,3.5
35,1,9582,0,9,8,7,4,3,3,1,1,3,4,1,22,1,0,2,4,3,4,7,0,False,False,True,False,False,False,False,5,1,1.0,266.1666666666667,2,2.25
33,0,4508,1,14,13,7,1,2,2,3,2,3,4,0,22,1,0,4,29,4,3,8,0,True,False,False,False,False,False,True,2,2,1.0,132.58823529411765,2,2.25
28,1,2207,1,4,4,2,1,3,1,3,4,2,3,0,16,0,1,5,15,2,2,2,0,True,False,False,True,False,False,False,1,1,0.8,76.10344827586206,1,2.5
34,1,7756,0,7,6,2,1,3,2,4,3,2,3,0,17,0,0,1,3,1,0,4,0,True,False,False,True,False,False,False,4,2,1.0,221.6,2,2.5
37,0,6694,2,8,1,0,4,2,2,4,3,3,3,1,14,0,3,5,10,4,0,0,0,False,False,False,True,False,False,False,5,1,4.0,176.1578947368421,2,3.5
25,1,3691,1,7,7,7,4,3,1,4,2,4,3,1,15,1,1,3,4,1,5,6,1,True,False,True,False,False,False,False,1,1,0.875,141.96153846153845,1,3.5
26,1,2377,1,1,1,1,1,3,1,3,3,2,4,0,20,1,1,0,21,3,0,0,0,True,False,False,False,False,False,True,1,1,0.5,88.03703703703704,1,2.25
33,1,2313,4,5,2,2,1,2,1,2,2,3,4,1,20,1,0,0,25,3,2,2,0,True,False,False,False,False,False,True,2,1,1.6666666666666667,68.02941176470588,2,2.0
42,1,17665,0,23,22,6,4,3,4,1,4,3,3,0,17,0,1,3,2,2,13,7,1,True,False,False,False,False,False,True,8,1,1.0,410.8139534883721,3,3.0
28,1,2596,1,1,1,0,1,2,1,2,1,3,3,0,15,1,2,2,1,3,0,0,0,True,False,False,False,False,False,True,1,2,0.5,89.51724137931035,1,1.75
50,1,4728,3,5,0,0,4,3,2,3,4,3,3,1,14,1,0,4,1,4,0,0,0,False,False,False,False,False,False,False,5,2,5.0,92.70588235294117,3,3.5
33,0,4302,0,4,3,2,4,3,2,2,3,3,3,0,17,0,1,3,7,3,0,2,1,False,False,False,True,False,False,False,5,2,1.0,126.52941176470588,2,3.0
34,1,2979,3,6,0,0,3,2,1,4,4,3,3,0,17,0,3,2,3,4,0,0,1,True,False,False,True,False,False,False,2,0,6.0,85.11428571428571,2,3.5
48,1,16885,2,27,5,4,1,4,4,4,3,2,4,0,22,0,0,3,1,4,2,1,0,True,False,False,False,False,False,True,8,0,4.5,344.59183673469386,3,2.5
45,0,5593,1,15,15,10,2,2,2,3,4,3,3,0,13,0,1,2,9,4,4,12,1,False,False,False,True,False,False,False,5,0,0.9375,121.58695652173913,3,3.0
52,1,10445,7,18,8,6,2,3,3,2,4,3,3,0,19,0,0,4,7,4,4,0,0,True,False,False,True,False,False,False,4,1,2.0,197.0754716981132,4,2.75
38,1,8740,0,9,8,7,3,2,3,3,2,3,3,1,14,0,2,2,10,4,2,7,0,False,False,False,False,True,False,False,5,1,1.0,224.10256410256412,2,2.75
29,0,2514,4,11,7,5,3,3,1,4,1,3,4,0,22,0,1,1,28,4,1,7,0,True,False,False,True,False,False,False,2,1,1.375,83.8,1,2.75
28,0,7655,0,10,9,7,4,3,3,2,2,2,3,0,17,0,3,3,3,3,1,7,0,True,False,False,False,False,False,True,3,1,1.0,263.9655172413793,1,2.5
46,1,17465,3,23,12,9,1,3,4,3,4,3,3,0,12,0,1,3,3,1,4,9,1,False,False,False,False,True,False,False,8,1,1.7692307692307692,371.59574468085106,3,2.75
38,1,7351,7,10,1,0,4,3,3,2,3,3,3,0,16,0,0,2,2,2,0,0,0,False,False,False,False,True,False,False,5,1,5.0,188.48717948717947,2,3.0
43,0,10820,8,18,8,7,3,3,3,1,3,3,3,0,11,0,1,1,27,3,0,1,1,True,False,False,True,False,False,False,3,2,2.0,245.9090909090909,3,2.5
39,1,12169,7,21,18,7,1,3,4,4,4,3,3,0,11,1,3,4,2,3,11,5,0,True,False,False,True,False,False,False,4,2,1.105263157894737,304.225,2,3.0
40,1,19626,1,21,20,7,3,2,5,3,1,4,3,0,14,0,0,2,14,3,4,9,0,True,False,False,False,False,False,True,7,1,1.0,478.6829268292683,2,2.75
21,0,2070,1,2,2,2,4,2,1,2,3,4,3,1,11,0,0,6,1,1,2,2,0,True,False,True,False,False,False,False,2,1,0.6666666666666666,94.0909090909091,1,3.25
39,1,6782,9,9,5,4,3,3,2,2,3,2,3,0,15,0,0,2,9,3,0,3,0,True,False,False,True,False,False,False,1,0,1.5,169.55,2,2.5
36,1,7779,2,18,11,9,1,3,2,4,1,3,4,0,20,0,0,0,18,4,0,9,0,True,False,False,True,False,False,False,3,0,1.5,210.24324324324326,2,2.25
31,1,2791,0,3,2,2,3,4,1,4,1,3,3,0,12,0,1,4,20,3,2,2,1,False,False,False,True,False,False,False,6,2,1.0,87.21875,2,2.75
28,1,3201,0,6,5,3,1,2,1,2,1,1,3,0,17,0,0,2,2,1,0,4,1,True,False,False,True,False,False,False,2,1,1.0,110.37931034482759,1,1.25
35,1,4968,1,5,5,2,4,3,2,4,4,3,3,0,11,0,1,3,11,2,0,2,0,False,False,False,False,True,False,False,5,2,0.8333333333333334,138.0,2,3.75
49,1,13120,6,22,9,8,4,2,4,2,2,3,3,0,17,0,1,3,8,4,2,3,1,False,False,True,False,False,False,False,5,1,2.2,262.4,3,2.75
34,1,4033,2,5,3,2,4,3,2,3,4,2,3,0,11,0,0,3,2,2,0,2,0,True,False,False,True,False,False,False,3,2,1.25,115.22857142857143,2,3.25
29,0,3291,0,8,7,5,4,3,1,2,4,2,3,0,14,0,2,2,10,3,1,1,0,True,False,False,True,False,False,False,2,2,1.0,109.7,1,3.0
42,1,4272,4,16,1,0,2,1,2,4,1,3,3,0,19,0,0,3,29,3,0,0,0,True,False,False,False,False,False,True,1,1,8.0,99.34883720930233,3,2.5
29,1,5056,1,10,10,7,2,2,2,4,3,2,3,1,15,0,1,2,8,1,1,2,1,True,False,False,False,False,False,True,3,1,0.9090909090909091,168.53333333333333,1,2.75
38,1,2844,1,7,7,6,3,4,1,3,4,4,3,0,13,0,1,2,1,3,5,0,1,False,True,False,False,False,True,False,4,1,0.875,72.92307692307692,2,3.5
28,1,2703,1,3,3,1,3,2,1,3,4,3,3,1,14,0,1,2,6,3,0,2,0,True,False,False,True,False,False,False,2,2,0.75,93.20689655172414,1,3.25
18,1,1904,1,0,0,0,3,3,1,3,4,3,3,0,12,1,0,0,8,1,0,0,0,True,False,False,False,False,False,True,1,0,0.0,100.21052631578948,0,3.25
33,0,8224,0,6,5,2,1,3,2,1,1,3,3,1,17,1,0,3,9,4,0,3,0,False,False,False,False,True,False,False,5,1,1.0,241.88235294117646,2,1.5
41,1,4766,3,6,1,0,2,3,1,4,1,3,3,1,11,0,1,4,12,4,0,0,1,True,False,False,True,False,False,False,1,1,3.0,113.47619047619048,3,2.5
31,1,2610,1,2,2,2,3,3,1,3,3,2,3,0,12,1,1,5,15,3,2,2,1,True,False,False,False,False,False,True,1,2,0.6666666666666666,81.5625,2,2.75
37,0,5731,7,9,6,2,3,2,2,4,3,3,3,0,13,0,2,2,25,2,1,3,0,True,False,False,False,False,False,True,4,1,1.2857142857142858,150.81578947368422,2,3.25
27,1,2539,1,4,4,2,4,2,1,3,3,3,3,0,13,0,1,0,6,3,2,2,1,True,False,False,True,False,False,False,2,1,0.8,90.67857142857143,1,3.25
34,0,5714,1,6,6,5,2,3,2,3,1,2,4,0,20,0,0,3,9,1,1,3,1,False,False,False,True,False,False,False,5,1,0.8571428571428571,163.25714285714287,2,2.0
35,1,4323,1,6,5,4,3,3,1,3,2,1,3,0,17,0,0,2,8,4,1,4,0,False,True,True,False,False,False,False,4,1,1.0,120.08333333333333,2,2.25
29,0,7336,1,11,11,8,4,2,3,1,1,1,3,0,13,1,1,3,23,1,3,10,1,False,False,False,True,False,False,False,5,1,0.9166666666666666,244.53333333333333,1,1.75
40,0,13499,9,20,18,7,2,3,3,3,3,2,3,0,17,0,0,3,9,4,2,13,0,True,False,False,False,False,False,True,7,2,1.0526315789473684,329.2439024390244,2,2.5
42,1,13758,0,22,21,9,3,3,4,1,2,2,3,1,12,1,0,2,12,3,13,14,0,False,False,False,True,False,False,False,5,2,1.0,319.95348837209303,3,2.0
42,1,5155,7,9,6,4,2,3,2,1,4,4,3,0,13,0,0,3,4,4,1,5,0,False,False,False,False,True,False,False,5,1,1.2857142857142858,119.88372093023256,3,2.75
35,1,2258,6,10,8,0,4,2,1,3,2,3,3,0,12,0,1,2,1,4,1,7,1,True,False,False,False,False,False,True,1,1,1.1111111111111112,62.72222222222222,2,3.0
24,1,3597,8,6,4,3,4,3,1,2,4,3,4,0,22,0,0,2,24,3,1,2,0,True,False,False,False,False,False,True,1,1,1.2,143.88,1,3.25
28,0,2515,1,1,1,1,3,3,1,4,4,2,3,1,11,1,0,4,12,1,0,0,1,True,False,False,True,False,False,False,1,1,0.5,86.72413793103448,1,3.25
26,1,4420,1,8,8,7,1,4,1,4,2,3,4,0,22,0,1,2,3,4,0,7,1,True,False,False,False,False,False,True,1,1,0.8888888888888888,163.7037037037037,1,2.5
30,1,6578,1,10,10,3,3,2,2,3,1,3,3,0,18,0,1,3,10,3,1,4,1,False,False,False,False,True,False,False,5,1,0.9090909090909091,212.19354838709677,1,2.5
40,0,4422,3,16,1,1,3,2,2,4,4,1,3,1,13,0,1,3,26,2,0,0,1,True,False,False,False,False,False,True,2,2,8.0,107.85365853658537,2,3.0
35,1,10274,2,15,7,7,3,2,3,2,2,4,3,0,18,0,1,2,2,3,6,4,0,True,False,False,True,False,False,False,3,1,1.875,285.3888888888889,2,2.75
34,1,5343,0,14,13,9,4,2,2,1,3,3,4,0,20,0,0,3,1,3,4,9,0,True,False,False,False,False,False,True,4,2,1.0,152.65714285714284,2,2.75
35,1,2376,1,2,2,2,4,2,1,4,2,4,3,0,13,0,1,2,4,4,2,2,1,True,False,False,False,False,False,False,1,2,0.6666666666666666,66.0,2,3.5
43,0,5346,8,7,4,3,1,1,2,3,2,2,3,0,13,1,0,2,9,3,1,3,0,False,False,False,False,True,False,False,5,1,1.4,121.5,3,2.0
32,0,2827,1,1,1,0,3,3,1,1,3,3,3,0,12,0,3,3,2,1,0,0,0,False,False,False,True,False,False,False,6,0,0.5,85.66666666666667,2,2.5
56,0,19943,4,28,5,2,4,3,5,1,4,3,3,0,13,0,1,2,4,4,4,2,0,True,False,True,False,False,False,False,8,1,4.666666666666667,349.87719298245617,4,3.0
29,0,3131,1,10,10,8,2,3,1,4,1,3,3,0,13,0,1,5,6,1,0,8,1,True,False,False,False,False,False,True,1,1,0.9090909090909091,104.36666666666666,1,2.5
19,1,2552,1,1,1,1,3,3,1,1,3,3,4,0,25,0,0,4,9,2,0,0,0,True,False,False,True,False,False,False,2,1,0.5,127.6,0,2.5
45,0,4477,4,7,3,2,1,3,1,3,3,2,3,1,19,0,1,2,7,3,0,2,1,True,False,False,False,False,False,True,2,1,1.75,97.32608695652173,3,2.25
37,0,6474,1,14,14,8,4,2,2,4,2,2,3,0,13,0,1,2,1,3,3,11,1,True,False,False,True,False,False,False,3,1,0.9333333333333333,170.3684210526316,2,3.0
20,1,3033,1,2,2,2,1,2,1,3,1,2,3,0,12,0,0,2,3,3,1,2,0,True,False,False,True,False,False,False,1,1,0.6666666666666666,144.42857142857142,0,1.75
44,1,2936,1,6,6,4,3,3,1,3,3,3,3,1,11,1,0,4,10,4,0,2,0,True,False,False,True,False,False,False,2,1,0.8571428571428571,65.24444444444444,3,3.0
53,0,18606,3,26,7,7,4,3,5,3,2,3,3,0,18,0,1,6,7,2,4,7,0,True,False,False,False,False,False,True,8,1,3.25,344.55555555555554,4,3.0
29,0,2168,0,6,5,4,2,1,1,4,1,2,3,1,18,0,1,2,15,1,1,3,1,True,False,False,True,False,False,False,2,1,1.0,72.26666666666667,1,2.25
22,1,2853,0,1,0,0,3,2,1,4,2,3,3,1,11,1,1,5,3,4,0,0,1,True,False,False,True,False,False,False,2,2,1.0,124.04347826086956,1,3.0
46,0,17048,8,28,26,15,3,3,4,1,1,3,4,0,23,0,0,2,2,3,15,9,1,False,False,False,False,True,False,False,8,1,1.037037037037037,362.72340425531917,3,2.0
44,1,2290,2,6,0,0,4,1,1,3,4,3,3,0,13,0,0,3,17,3,0,0,0,True,False,False,True,False,False,False,2,0,6.0,50.888888888888886,3,3.5
33,1,3600,1,5,5,4,2,3,1,3,4,3,3,0,13,0,1,2,2,3,1,4,1,False,True,False,False,False,True,False,4,1,0.8333333333333334,105.88235294117646,2,3.0
41,1,2107,6,5,1,0,1,2,1,1,1,1,3,0,17,1,1,2,5,2,0,0,0,True,False,False,True,False,False,False,2,0,2.5,50.166666666666664,3,1.0
30,1,4115,8,8,4,3,3,3,2,1,3,3,3,0,19,0,3,3,29,4,0,3,0,False,False,False,True,False,False,False,5,1,1.6,132.74193548387098,1,2.5
40,1,4327,5,5,0,0,2,3,2,2,4,3,3,0,12,0,3,2,2,4,0,0,1,False,False,False,False,False,False,True,5,2,5.0,105.53658536585365,2,2.75
50,0,17856,2,32,2,2,4,3,4,1,3,3,4,0,22,0,1,3,2,3,2,2,1,True,False,False,False,False,False,True,8,2,10.666666666666666,350.11764705882354,3,2.75
28,1,3196,1,6,6,5,4,2,1,1,3,3,3,0,12,0,3,2,19,4,3,3,1,True,False,False,False,False,False,True,1,1,0.8571428571428571,110.20689655172414,1,2.75
46,1,19081,5,25,4,2,4,3,5,2,1,3,3,0,11,0,1,2,15,2,0,3,1,True,False,False,True,False,False,False,7,1,5.0,405.97872340425533,3,2.5
35,1,8966,3,15,7,7,3,3,2,1,4,3,3,1,15,0,3,2,17,4,1,7,1,False,False,False,True,False,False,False,5,1,1.875,249.05555555555554,2,2.75
24,0,2210,1,1,1,0,4,3,1,2,1,1,3,0,13,1,1,3,17,2,0,0,1,True,False,False,True,False,False,False,1,1,0.5,88.4,1,2.0
33,0,4539,1,10,10,7,2,3,2,3,1,2,3,0,12,0,1,3,25,3,0,1,1,False,False,False,False,False,False,True,5,2,0.9090909090909091,133.5,2,2.0
36,1,2741,1,7,7,7,3,1,1,3,3,3,3,0,14,0,1,4,6,4,1,7,0,True,False,False,True,False,False,False,1,1,0.875,74.08108108108108,2,3.0
30,1,3491,1,10,10,7,3,3,2,3,1,2,3,0,13,0,3,4,7,4,8,9,0,True,False,False,True,False,False,False,1,1,0.9090909090909091,112.61290322580645,1,2.25
44,1,4541,1,20,20,11,4,3,2,4,2,3,4,0,25,0,0,3,29,4,13,17,0,True,False,False,False,False,False,False,2,1,0.9523809523809523,100.91111111111111,3,3.25
20,1,2678,1,2,2,1,3,4,1,4,4,3,3,0,17,0,0,2,21,3,2,2,0,False,False,False,False,True,False,False,6,1,0.6666666666666666,127.52380952380952,0,3.5
46,1,7379,2,12,6,3,4,3,2,4,3,2,3,0,11,0,1,3,2,4,1,4,0,True,False,True,False,False,False,False,3,1,1.7142857142857142,157.0,3,3.25
42,1,6272,7,10,4,3,4,4,2,1,1,4,3,0,16,0,1,3,2,5,0,3,1,False,True,False,False,False,False,True,4,0,2.0,145.86046511627907,3,2.5
60,1,5220,0,12,11,7,2,4,2,4,2,3,3,1,18,0,1,3,7,4,1,9,0,False,False,False,False,True,False,False,5,1,1.0,85.57377049180327,4,2.75
32,0,2743,1,2,2,2,3,2,1,2,3,3,4,0,20,0,1,2,13,3,2,2,1,True,False,False,False,False,False,False,1,2,0.6666666666666666,83.12121212121212,2,2.75
32,0,4998,4,10,8,7,4,3,2,3,4,3,3,1,14,0,0,2,2,2,0,7,0,True,False,False,True,False,False,False,2,2,1.1111111111111112,151.45454545454547,2,3.5
36,0,10252,2,17,7,7,3,1,3,1,3,3,4,1,21,0,1,2,1,3,7,7,0,True,False,True,False,False,False,False,3,1,2.125,277.0810810810811,2,2.5
33,1,2781,0,15,14,10,1,3,1,4,2,3,3,0,13,0,1,5,9,3,4,10,1,True,False,False,False,False,False,True,2,1,1.0,81.79411764705883,2,2.5
40,0,6852,7,7,5,1,2,2,2,2,2,4,3,0,12,0,1,2,10,3,1,3,0,False,False,True,False,False,False,False,5,1,1.1666666666666667,167.1219512195122,2,2.5
25,1,4950,0,5,4,3,3,3,2,4,2,3,3,0,14,0,0,4,10,4,1,1,0,False,False,False,True,False,False,False,5,1,1.0,190.3846153846154,1,3.0
30,1,3579,0,12,11,9,4,3,1,2,1,3,4,1,21,0,1,2,1,3,5,7,1,True,False,False,False,False,False,True,2,1,1.0,115.45161290322581,1,2.5
42,0,13191,3,20,1,0,1,3,3,1,3,3,3,1,17,0,0,6,26,5,0,0,1,True,False,False,False,False,False,True,7,2,10.0,306.7674418604651,3,2.0
35,0,10377,4,16,13,2,3,2,3,4,2,2,3,1,11,0,1,6,8,2,4,12,1,False,False,False,False,True,False,False,5,0,1.1428571428571428,288.25,2,2.75
27,1,2235,1,9,9,7,1,3,1,1,4,2,3,1,14,0,2,3,14,3,6,8,1,True,False,False,True,False,False,False,2,1,0.9,79.82142857142857,1,2.0
54,0,10502,7,33,5,4,4,3,3,3,1,1,3,0,17,0,1,2,1,4,1,4,0,True,False,False,True,False,False,False,3,2,5.5,190.94545454545454,4,2.25
44,0,2011,1,10,10,5,1,4,1,4,4,3,3,0,13,0,1,5,2,1,7,7,1,True,False,False,True,False,False,False,2,1,0.9090909090909091,44.68888888888889,3,3.0
19,0,1859,1,1,1,1,1,2,1,2,2,4,4,1,25,1,0,2,10,3,0,0,0,True,False,False,False,False,False,True,2,0,0.5,92.95,0,2.25
